,Rank,Name,Keywords,Corr,pvalue
2571,2572,FC_Surprise_dist_50_3_q_500_mean,"information,symbolic",0.142,6.831741467059379e-06
2572,2573,NW_VisibilityGraph_norm_dexpk_r2,"network,visibilityGraph",0.142,6.864987849471194e-06
2573,2574,CO_Embed2_tau_stdspana,"correlation,embedding,stationarity",0.142,6.914939569476132e-06
2574,2575,CO_AddNoise_ac_gaussian_fitexpb,"correlation,AMI,entropy",0.142,6.813002433984563e-06
2575,2576,CO_AddNoise_1_even_10_firstUnder75,"correlation,AMI,entropy",0.142,6.847386622909364e-06
2576,2577,SY_LocalGlobal_kurtosis_p05,"stationarity,distribution",0.142,6.21016213070021e-06
2577,2578,CO_HistogramAMI_even_2_2,"information,correlation,AMI",0.142,6.57730566238203e-06
2578,2579,CO_HistogramAMI_std2_5_3,"information,correlation,AMI",0.142,6.283277151602262e-06
2579,2580,CP_ML_StepDetect_l1pwc_10_rmsoff,stepdetection,0.141,8.070499326940207e-06
2580,2581,MF_StateSpace_n4sid_3_05_1_meanabs,model,0.141,7.115343621620395e-06
2581,2582,MF_steps_ahead_ss_best_6_ac1_1,"model,prediction",0.141,7.998773004423792e-06
2582,2583,NL_embed_PCA_1_10_nto90,"embedding,pca",0.141,7.4642646366312546e-06
2583,2584,NL_MS_nlpe_2_mi_normksstat,"nonlinear,prediction,model",0.141,8.108479400843922e-06
2584,2585,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_std_S_data,"model,GaussianProcess",0.141,7.545958233708441e-06
2585,2586,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_p5,"nonlinear,tstool",0.141,8.074342322875539e-06
2586,2587,NL_TSTL_PoincareSection_max_ac_pwithin02,"nonlinear,tstool",0.141,8.174066297103646e-06
2587,2588,NL_crptool_fnn_10_2_1_fnn2,"nonlinear,dimension,crptool",0.141,7.495709576822056e-06
2588,2589,SP_Summaries_fft_wmax_5,FourierSpectrum,0.141,7.326877997848123e-06
2589,2590,SP_Summaries_welch_rect_wmax_5,FourierSpectrum,0.141,7.165267599264306e-06
2590,2591,SC_FluctAnal_2_dfa_50_1_2_logi_se1,scaling,0.141,8.118568135962303e-06
2591,2592,SC_FluctAnal_2_dfa_50_1_logi_r2_ssr,scaling,0.141,1.196691814258144e-05
2592,2593,SB_MotifThree_quantile_cbbc,"symbolic,motifs",0.141,7.938192598936258e-06
2593,2594,SB_MotifThree_quantile_bac,"symbolic,motifs",0.141,7.142336379069146e-06
2594,2595,SB_MotifTwo_diff_hhh,"symbolic,motifs",0.141,7.174007841625591e-06
2595,2596,EX_MovingThreshold_1_01_meanq,outliers,0.141,7.911025605551934e-06
2596,2597,DN_OutlierInclude_n_001_mfexpr2,"distribution,outliers",0.141,7.521095360527387e-06
2597,2598,EN_Randomize_permute_xcn1fexprmse,"entropy,slow",0.141,7.990499823295625e-06
2598,2599,SY_DriftingMean100_meanabsmaxmin,stationarity,0.141,7.948797612903716e-06
2599,2600,NW_VisibilityGraph_norm_mediank,"network,visibilityGraph",0.141,7.307481034032576e-06
2600,2601,EN_DistributionEntropy_hist_sqrt_0,entropy,0.141,7.5412436131840675e-06
2601,2602,RM_entropy,entropy,0.141,7.909121494439756e-06
2602,2603,SY_StdNthDer_3,entropy,0.141,7.191312999282395e-06
2603,2604,SY_SlidingWindow_sampen_s5_1,stationarity,0.141,7.628477848100955e-06
2604,2605,StatAvl50,"stationarity,StatAv",0.141,8.156628180865442e-06
2605,2606,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami16,"information,correlation,AMI",0.141,7.659412335149564e-06
2606,2607,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami15,"information,correlation,AMI",0.141,7.338425223160691e-06
2607,2608,maximum,distribution,0.141,8.141378927866702e-06
2608,2609,CP_ML_StepDetect_l1pwc_02_pshort_3,stepdetection,0.140,8.988078909181475e-06
2609,2610,MF_armax_2_2_05_1_p1_5,model,0.140,9.095771189479245e-06
2610,2611,MF_CompareAR_1_10_all_minstdfromi,model,0.140,9.4654207136249e-06
2611,2612,MF_FitSubsegments_arsbc_rand_25_01_orders_std,"model,prediction,arfit",0.140,8.651968752305677e-06
2612,2613,NL_embed_PCA_1_10_fb001,"embedding,pca",0.140,8.531551770582212e-06
2613,2614,NL_MS_nlpe_2_mi_meanabs,"nonlinear,prediction,model",0.140,8.740775680507763e-06
2614,2615,PP_Compare_spline44_swss5_1,"preprocessing,raw,stationarity",0.140,8.946742404687389e-06
2615,2616,PP_Compare_poly2_statav2,"preprocessing,raw,stationarity",0.140,8.508142616138416e-06
2616,2617,TSTL_localdensity_5_40_1_3_iqrden,"nonlinear,tstool",0.140,9.530693350941733e-06
2617,2618,NL_TISEAN_c1_1_2_6_25_01_bestscrd,"nonlinear,tisean,dimension,entropy",0.140,1.014062944005993e-05
2618,2619,NL_crptool_fnn_10_2_mi_fnn6,"nonlinear,dimension,crptool",0.140,8.802595585746958e-06
2619,2620,NL_crptool_fnn_10_2_mi_fnn5,"nonlinear,dimension,crptool",0.140,8.981481608522081e-06
2620,2621,SP_Summaries_fft_w25_75,FourierSpectrum,0.140,8.580383494298189e-06
2621,2622,SP_Summaries_welch_rect_w25_75,FourierSpectrum,0.140,8.380318317892687e-06
2622,2623,SC_FluctAnal_2_dfa_50_3_logi_se1,scaling,0.140,8.881236722911532e-06
2623,2624,MF_AR_arcov_4_a4,"model,fit",0.140,9.312346497425026e-06
2624,2625,SB_MotifThree_diffquant_bcba,"symbolic,motifs",0.140,8.241804634277513e-06
2625,2626,SB_MotifThree_quantile_cbca,"symbolic,motifs",0.140,8.443086310879437e-06
2626,2627,EN_SampEn_5_03_sampen3,"entropy,sampen",0.140,8.941223579814969e-06
2627,2628,PH_Walker_prop_09_w_max,trend,0.140,8.342514521905763e-06
2628,2629,SY_SpreadRandomLocal_ac2_100_meanstd,stationarity,0.140,8.627443839723379e-06
2629,2630,NW_VisibilityGraph_horiz_kac3,"network,visibilityGraph",0.140,8.50830213837363e-06
2630,2631,CO_Embed2_Shapes_tau_circle_1_hist_ent,"correlation,embedding",0.140,9.524830512452627e-06
2631,2632,CO_Embed2_Shapes_tau_circle_01_statav5_m,"correlation,embedding,stationarity",0.140,8.481092759786488e-06
2632,2633,DN_RemovePoints_absclose_08_remove_ac2rat,"correlation,outliers",0.140,8.639003011461655e-06
2633,2634,SB_TransitionMatrix_4ac_sumdiagcov,"symbolic,transitionmat",0.140,9.119694235439513e-06
2634,2635,CO_tc3_1_num,"correlation,nonlinear",0.140,9.20507239698715e-06
2635,2636,SY_LocalGlobal_AC1_l10,stationarity,0.140,9.230459332526516e-06
2636,2637,AC_34,correlation,0.140,8.412580921350473e-06
2637,2638,MF_armax_3_1_05_1_normksstat,model,0.139,1.005850226976006e-05
2638,2639,MF_armax_3_1_05_1_ftbth,model,0.139,9.833252852898747e-06
2639,2640,MF_FitSubsegments_arsbc_uniform_25_01_sbcs_min,"model,prediction,arfit",0.139,1.0840275022447747e-05
2640,2641,MF_steps_ahead_ss_best_6_mabserr_5,"model,prediction",0.139,1.0644825493361276e-05
2641,2642,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_meanS,"model,GaussianProcess",0.139,1.100749257503215e-05
2642,2643,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first_mlikelihood,"model,GaussianProcess",0.139,1.4175936273484285e-05
2643,2644,PP_Compare_resample_1_2_kscn_peaksepy,"preprocessing,raw",0.139,9.66086128239049e-06
2644,2645,PP_Compare_diff2_kscn_adiff,"preprocessing,raw",0.139,9.866212000186654e-06
2645,2646,NL_crptool_fnn_10_2_mi_fnn7,"nonlinear,dimension,crptool",0.139,1.0189559523238e-05
2646,2647,SP_Summaries_pgram_hamm_spect_shann_ent_norm,FourierSpectrum,0.139,1.0819729560883693e-05
2647,2648,SP_Summaries_pgram_hamm_tau,FourierSpectrum,0.139,1.1013318127244226e-05
2648,2649,SC_FluctAnal_2_endptdiff_50_logi_prop_r1,scaling,0.139,1.0495746235438116e-05
2649,2650,ST_LocalExtrema_l50_minminmed,"distribution,stationarity",0.139,1.1029245017951228e-05
2650,2651,FC_Surprise_dist_100_4_q_500_lq,"information,symbolic",0.139,1.0427207868369595e-05
2651,2652,SY_LocalDistributions_5_each_mindiv,stationarity,0.139,1.0827925317016965e-05
2652,2653,SY_SpreadRandomLocal_200_100_meanstd,stationarity,0.139,9.931519233492597e-06
2653,2654,NW_VisibilityGraph_horiz_meank,"network,visibilityGraph",0.139,1.055398462400595e-05
2654,2655,CO_Embed2_Dist_tau_d_expfit_meandiff,"correlation,embedding",0.139,9.547863308074286e-06
2655,2656,PH_ForcePotential_sine_10_004_10_range,dynamicalSystem,0.139,1.0607459771661466e-05
2656,2657,CO_AddNoise_ac_quantiles_10_ac2,"correlation,AMI,entropy",0.139,1.0531621532550522e-05
2657,2658,CO_AddNoise_1_quantiles_10_meanch,"correlation,AMI,entropy",0.139,1.1023531061986039e-05
2658,2659,SY_SlidingWindow_sampen_ent2_10,stationarity,0.139,1.0656529053960601e-05
2659,2660,IN_AutoMutualInfoStats_diff_20_gaussian_ami12,"information,correlation,AMI",0.139,1.0559604197178934e-05
2660,2661,AC_nl_13,"correlation,nonlinearautocorr",0.139,9.560015015373275e-06
2661,2662,MF_armax_3_1_05_1_p4_5,model,0.138,1.2186391515799444e-05
2662,2663,WL_coeffs_db3_max_wb90m,wavelet,0.138,1.2160832900111091e-05
2663,2664,WL_cwt_db3_32_maxonmed_ssc,"wavelet,cwt",0.138,1.2359584134471084e-05
2664,2665,PP_Compare_rav2_swss10_2,"preprocessing,raw,stationarity",0.138,1.1241955523191518e-05
2665,2666,SP_Summaries_pgram_hamm_spect_shann_ent,FourierSpectrum,0.138,1.1533264032750507e-05
2666,2667,SB_MotifThree_diffquant_baa,"symbolic,motifs",0.138,1.1362184270792394e-05
2667,2668,SB_MotifThree_quantile_ccac,"symbolic,motifs",0.138,1.2102837011569462e-05
2668,2669,SB_MotifThree_quantile_cabc,"symbolic,motifs",0.138,1.2510980211433869e-05
2669,2670,SB_MotifThree_quantile_cabb,"symbolic,motifs",0.138,1.2705037623528592e-05
2670,2671,FC_Surprise_dist_100_4_q_500_uq,"information,symbolic",0.138,1.1439125496776672e-05
2671,2672,SY_RangeEvolve_nuqp10,stationarity,0.138,1.2199689884076333e-05
2672,2673,SY_RangeEvolve_nuqp1,stationarity,0.138,1.1476082926445057e-05
2673,2674,NW_VisibilityGraph_norm_evnlogL,"network,visibilityGraph,lengthdep",0.138,1.233494746750102e-05
2674,2675,NW_VisibilityGraph_norm_dpowerk_resAC2,"network,visibilityGraph",0.138,1.2507486486109098e-05
2675,2676,SB_TransitionMatrix_31_symdiff,"symbolic,transitionmat",0.138,1.1440335310807336e-05
2676,2677,HT_DistributionTest_chi2beta25,"hypothesistest,distribution,raw",0.138,1.1389343591052832e-05
2677,2678,HT_DistributionTest_chi2beta10,"hypothesistest,distribution,raw",0.138,1.2517653407574546e-05
2678,2679,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmean,"information,correlation,AMI",0.138,1.1419069921660362e-05
2679,2680,CO_HistogramAMI_std2_10_1,"information,correlation,AMI",0.138,1.2801356169256951e-05
2680,2681,CO_HistogramAMI_std2_5_4,"information,correlation,AMI",0.138,1.1835883536633598e-05
2681,2682,CP_ML_StepDetect_l1pwc_02_ratn12,"stepdetection,stationarity",0.137,1.2972425451782498e-05
2682,2683,SY_VarRatioTest_24682468_00001111_IIDperiodminpValue,vratiotest,0.137,1.3110932643159948e-05
2683,2684,MF_armax_2_2_05_1_maxonmean,model,0.137,1.40448516615627e-05
2684,2685,PP_Compare_rav4_kscn_adiff,"preprocessing,raw",0.137,1.480079990940125e-05
2685,2686,PP_Compare_rav3_kscn_adiff,"preprocessing,raw",0.137,1.3743902750314083e-05
2686,2687,PP_Compare_medianf10_gauss1_kd_resruns,"preprocessing,raw",0.137,1.3407279237200298e-05
2687,2688,NL_TSTL_PoincareSection_max_1_ac2x,"nonlinear,tstool",0.137,1.5782327175181277e-05
2688,2689,TSTL_localdensity_5_40_ac_fnnmar_ac4den,"nonlinear,tstool",0.137,1.9958871774635825e-05
2689,2690,TSTL_localdensity_5_40_ac_fnnmar_medianden,"nonlinear,tstool",0.137,1.9360723635435564e-05
2690,2691,SB_MotifThree_quantile_aca,"symbolic,motifs",0.137,1.2841858005344087e-05
2691,2692,ST_LocalExtrema_n50_stdmin,"distribution,stationarity",0.137,1.4349116219762695e-05
2692,2693,DN_OutlierInclude_p_001_nfla,"distribution,outliers",0.137,1.4562033647973331e-05
2693,2694,EN_mse_1-10_2_015_meanSampEn,"entropy,sampen,mse",0.137,1.2936077437101048e-05
2694,2695,PH_Walker_momentum_5_sw_ansarib_pval,trend,0.137,1.3690947692215253e-05
2695,2696,PH_Walker_prop_11_sw_taudiff,trend,0.137,1.4486329427353253e-05
2696,2697,FC_Surprise_dist_50_3_udq_500_mean,"information,symbolic",0.137,1.3652946895796666e-05
2697,2698,SY_DriftingMean100_max,stationarity,0.137,1.3113039599309983e-05
2698,2699,CO_Embed2_Basic_1_incircle_02,correlation,0.137,1.3006232571875994e-05
2699,2700,SB_TransitionMatrix_5ac_stdeigcov,"symbolic,transitionmat",0.137,1.3830428494654352e-05
2700,2701,SB_TransitionMatrix_5ac_TD3,"symbolic,transitionmat",0.137,1.3186854072733301e-05
2701,2702,IN_AutoMutualInfoStats_40_kraskov1_4_pcrossmedian,"information,correlation,AMI",0.137,1.4700073712378759e-05
2702,2703,CO_HistogramAMI_even_5_4,"information,correlation,AMI",0.137,1.3541911912652883e-05
2703,2704,CO_HistogramAMI_std2_2_3,"information,correlation,AMI",0.137,1.415558456331829e-05
2704,2705,MF_armax_2_2_05_1_meanabs,model,0.136,1.5723650647514733e-05
2705,2706,MF_armax_1_1_05_1_mms,model,0.136,1.5907340207448908e-05
2706,2707,MF_armax_3_1_05_1_p3_5,model,0.136,1.6599701005383764e-05
2707,2708,MF_CompareTestSets_y_ss_2_uniform_25_01_1_rmserr_mean,"model,prediction,stationarity",0.136,1.6033771895277792e-05
2708,2709,MF_steps_ahead_ar_2_6_rmserr_3,"model,prediction",0.136,1.708036027322015e-05
2709,2710,NL_MS_nlpe_3_ac_p2_5,"nonlinear,prediction,model",0.136,1.70657814534347e-05
2710,2711,PP_Compare_rav10_swss10_1,"preprocessing,raw,stationarity",0.136,1.618056913979394e-05
2711,2712,PP_Compare_poly1_kscn_adiff,"preprocessing,raw",0.136,1.68024778798156e-05
2712,2713,TSTL_localdensity_5_40_ac_fnnmar_iqrden,"nonlinear,tstool",0.136,2.3456549917697114e-05
2713,2714,NL_TSTL_dimensions_50_ac_fnnmar_co_minm3,"nonlinear,tstool,scaling,dimension",0.136,1.9890178207934945e-05
2714,2715,SP_Summaries_fft_mean,FourierSpectrum,0.136,1.5419551144928052e-05
2715,2716,SP_Summaries_pgram_hamm_w25_75,FourierSpectrum,0.136,1.597662050022348e-05
2716,2717,SB_MotifTwo_mean_udu,"symbolic,motifs",0.136,1.5657700023600917e-05
2717,2718,ST_LocalExtrema_n25_medianrat,"distribution,stationarity",0.136,1.653727476294997e-05
2718,2719,EN_mse_1-10_2_015_sampen_s4,"entropy,sampen,mse",0.136,1.6326826916614033e-05
2719,2720,PH_Walker_runningvar_15_50_w_max,trend,0.136,1.618701767342569e-05
2720,2721,PH_Walker_prop_01_sw_ansarib_pval,trend,0.136,1.5090353303172233e-05
2721,2722,FC_Surprise_dist_20_tau_m2quad_500_median,"information,symbolic",0.136,1.58443474473002e-05
2722,2723,FC_Surprise_dist_100_5_q_500_uq,"information,symbolic",0.136,1.6484024132811567e-05
2723,2724,SY_SpreadRandomLocal_50_100_stdmean,stationarity,0.136,1.667734360263454e-05
2724,2725,CO_StickAngles_y_q1_p,correlation,0.136,1.6909777925805496e-05
2725,2726,SB_TransitionpAlphabet_20_ac_trflin10adjr2,"symbolic,transitionmat",0.136,1.976328679147632e-05
2726,2727,SB_TransitionpAlphabet_40_1_trflin5_adjr2,"symbolic,transitionmat",0.136,1.9658591947909713e-05
2727,2728,CO_AddNoise_1_std1_10_linfit_mse,"correlation,AMI,entropy",0.136,1.5533059678713802e-05
2728,2729,CO_AddNoise_1_quantiles_10_linfit_mse,"correlation,AMI,entropy",0.136,1.6334097733958415e-05
2729,2730,CO_tc3_2_raw,"correlation,nonlinear",0.136,1.6677113934330743e-05
2730,2731,SY_SlidingWindow_sampen_s5_10,stationarity,0.136,1.5541858593803933e-05
2731,2732,IN_AutoMutualInfoStats_diff_20_kraskov1_4_ami19,"information,correlation,AMI",0.136,1.5395134313746354e-05
2732,2733,IN_AutoMutualInfoStats_diff_20_gaussian_ami11,"information,correlation,AMI",0.136,1.5639154288376424e-05
2733,2734,MF_steps_ahead_ar_best_6_mabserr_4,"model,prediction,arfit",0.135,1.965414602783648e-05
2734,2735,NL_MS_nlpe_fnn_mi_normp,"nonlinear,prediction,model,slow",0.135,1.750549716910233e-05
2735,2736,MF_arfit_1_8_sbc_maxReS,"modelfit,arfit",0.135,1.8934863213402707e-05
2736,2737,WL_coeffs_db3_3_wb99m,"wavelet,lengthdep",0.135,1.793871576643264e-05
2737,2738,WL_cwt_sym2_32_maxonmed_ssc,"wavelet,cwt",0.135,1.763352159615517e-05
2738,2739,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore_maxabserr_run,"model,GaussianProcess",0.135,1.893273117605116e-05
2739,2740,PP_Compare_resample_1_2_swss5_1,"preprocessing,raw,stationarity",0.135,1.7486455488014004e-05
2740,2741,PP_Compare_medianf4_gauss1_kd_resruns,"preprocessing,raw",0.135,1.8779798669657256e-05
2741,2742,PP_Compare_spline64_olbt_m5,"preprocessing,raw",0.135,1.775246032209467e-05
2742,2743,NL_TSTL_PoincareSection_max_1_maxpbox10,"nonlinear,tstool",0.135,1.7885849896486388e-05
2743,2744,SP_Summaries_pgram_hamm_ac1,FourierSpectrum,0.135,1.816768327059489e-05
2744,2745,DN_SimpleFit_exp1_rmse_ks,"distribution,gof,exp1",0.135,1.8377272752164103e-05
2745,2746,PH_Walker_runningvar_15_50_sw_propcross,trend,0.135,1.951563499031507e-05
2746,2747,SY_SpreadRandomLocal_200_100_stdtaul,stationarity,0.135,1.9272351517350893e-05
2747,2748,CO_StickAngles_y_statav4_n_m,"correlation,stationarity",0.135,1.8303989001499515e-05
2748,2749,PH_ForcePotential_sine_1_1_1_median,dynamicalSystem,0.135,1.8031823135022834e-05
2749,2750,SB_TransitionMatrix_5ac_maxeigcov,"symbolic,transitionmat",0.135,1.8610538146593934e-05
2750,2751,CO_AddNoise_1_std1_10_meanch,"correlation,AMI,entropy",0.135,1.8880721205189477e-05
2751,2752,IN_AutoMutualInfoStats_diff_20_gaussian_ami10,"information,correlation,AMI",0.135,1.8380330689306234e-05
2752,2753,CO_HistogramAMI_even_10_1,"information,correlation,AMI",0.135,1.974603235328908e-05
2753,2754,quantile_99,distribution,0.135,1.809453396911792e-05
2754,2755,SY_PPtest_0_5_ar_t1_minpValue,"unitroot,pvalue",0.134,2.160077907573565e-05
2755,2756,MF_StateSpace_n4sid_2_05_1_stde,model,0.134,2.2761463370121422e-05
2756,2757,MF_arfit_1_8_sbc_maxabsS,"modelfit,arfit",0.134,2.1267118394336742e-05
2757,2758,PP_Compare_rav4_gauss1_kd_resAC2,"preprocessing,raw",0.134,2.057510690870695e-05
2758,2759,SD_TSTL_surrogates_1_100_2_trev_stdsurr,"nonlinear,tstool,correlation,surrogate",0.134,2.0782711138396896e-05
2759,2760,TSTL_localdensity_5_40_ac_2_ac3den,"nonlinear,tstool",0.134,2.3416945391440033e-05
2760,2761,TSTL_localdensity_5_40_ac_fnnmar_tauacden,"nonlinear,tstool",0.134,3.116454053333886e-05
2761,2762,NL_TSTL_dimensions_50_ac_fnnmar_co_meanm2,"nonlinear,tstool,scaling,dimension",0.134,2.697510020103526e-05
2762,2763,NL_TISEAN_fnn_1_10_005_firstunder08,"nonlinear,dimension,tisean",0.134,2.5289799615793397e-05
2763,2764,SP_Summaries_pgram_hamm_q75,FourierSpectrum,0.134,2.0775582607237848e-05
2764,2765,SB_MotifThree_diffquant_bbab,"symbolic,motifs",0.134,1.988543511654845e-05
2765,2766,ST_LocalExtrema_l50_medianext,"distribution,stationarity",0.134,2.209673767586723e-05
2766,2767,SY_LocalDistributions_3_each_mediandiv,stationarity,0.134,2.0140758453470944e-05
2767,2768,SY_SpreadRandomLocal_100_100_meanac1,stationarity,0.134,1.9916673467996825e-05
2768,2769,SB_TransitionMatrix_5ac_maximeig,"symbolic,transitionmat",0.134,2.175587484747801e-05
2769,2770,SY_SlidingWindow_sampen_sampen10_2,stationarity,0.134,2.0293521468414338e-05
2770,2771,CO_fzcglscf_10_10,"correlation,glscf,tau",0.134,2.2572502384942258e-05
2771,2772,AC_21,correlation,0.134,2.173393968779849e-05
2772,2773,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_mlikelihood,"model,GaussianProcess",0.133,2.344326484930814e-05
2773,2774,PP_Compare_resample_1_2_swss10_2,"preprocessing,raw,stationarity",0.133,2.4254524581581934e-05
2774,2775,PP_Compare_spline24_statav2,"preprocessing,raw,stationarity",0.133,2.598230022398398e-05
2775,2776,NL_TSTL_PoincareSection_max_ac_pwithin1,"nonlinear,tstool",0.133,2.6208634087063347e-05
2776,2777,NL_crptool_fnn_10_2_mi_fnn3,"nonlinear,dimension,crptool",0.133,2.3464286294880243e-05
2777,2778,SP_Summaries_fft_q75,FourierSpectrum,0.133,2.4018568538856882e-05
2778,2779,SP_Summaries_welch_rect_ac2,FourierSpectrum,0.133,2.538510352785463e-05
2779,2780,SP_Summaries_welch_rect_q75,FourierSpectrum,0.133,2.3833119069978653e-05
2780,2781,SC_FluctAnal_sign_2_dfa_50_2_logi_r2_se1,scaling,0.133,3.890219854811558e-05
2781,2782,SC_FluctAnal_2_std_50_logi_ratsplitminerr,scaling,0.133,2.4677611868852563e-05
2782,2783,SB_MotifThree_diffquant_abbb,"symbolic,motifs",0.133,2.396528586145184e-05
2783,2784,ST_LocalExtrema_n100_stdext,"distribution,stationarity",0.133,2.6037218105232427e-05
2784,2785,FC_LocalSimple_mean3_swm,forecasting,0.133,2.3605804256366344e-05
2785,2786,EN_mse_1-10_2_015_minSampEn,"entropy,sampen,mse",0.133,2.6297149295524557e-05
2786,2787,EN_SampEn_5_01_sampen2,"entropy,sampen",0.133,2.4747325675239898e-05
2787,2788,PH_Walker_momentum_5_sw_minrat,trend,0.133,2.471256418638094e-05
2788,2789,PH_Walker_prop_01_sw_ac1rat,trend,0.133,2.3382788946494253e-05
2789,2790,CO_Embed2_Dist_tau_d_max,"correlation,embedding",0.133,2.524012651362866e-05
2790,2791,CO_StickAngles_y_statav5_n_m,"correlation,stationarity",0.133,2.6190032475250406e-05
2791,2792,SB_TransitionpAlphabet_40_1_trcovfexp_a,"symbolic,transitionmat",0.133,2.584627012879226e-05
2792,2793,CP_wavelet_varchg_db3_2_10_001,"wavelet,varchg",0.133,2.5678257185769806e-05
2793,2794,SY_SlidingWindow_sampen_s5_2,stationarity,0.133,2.3584682969398704e-05
2794,2795,IN_AutoMutualInfoStats_40_gaussian_stdami,"information,correlation,AMI",0.133,2.6912717804573534e-05
2795,2796,CO_HistogramAMI_std2_10_3,"information,correlation,AMI",0.133,2.3924206802388433e-05
2796,2797,CP_l1pwc_sweep_lambda_0_005_095_nsegsu005,stepdetection,0.132,2.8793714897852857e-05
2797,2798,CP_ML_StepDetect_l1pwc_02_diffn12,"stepdetection,stationarity",0.132,2.8915179910606114e-05
2798,2799,MF_GP_FitAcross_covSEiso_covNoise_20_mlikelihood,"model,GaussianProcess",0.132,2.7262628894234934e-05
2799,2800,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_rmserr,"model,GaussianProcess",0.132,2.7849249979295375e-05
2800,2801,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_logh3,"model,GaussianProcess",0.132,2.8291218404629594e-05
2801,2802,MF_GP_hyperparameters_covSEiso_covNoise_1_50_random_i_h3,"model,GaussianProcess",0.132,2.8250117279132497e-05
2802,2803,PP_Compare_resample_2_1_gauss1_kd_resruns,"preprocessing,raw",0.132,2.8315825075560746e-05
2803,2804,PP_Compare_rav4_swss5_1,"preprocessing,raw,stationarity",0.132,3.049251883678725e-05
2804,2805,PP_Compare_rav2_swss5_2,"preprocessing,raw,stationarity",0.132,2.6893019642423428e-05
2805,2806,PP_Compare_spline64_olbt_m2,"preprocessing,raw",0.132,2.8296714341382445e-05
2806,2807,PP_Compare_sin1_olbt_s5,"preprocessing,raw",0.132,2.9997865594133175e-05
2807,2808,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5_rangeDq,"nonlinear,tstool,dimension,correlation",0.132,2.901015220174524e-05
2808,2809,NL_crptool_fnn_10_2_mi_fnn4,"nonlinear,dimension,crptool",0.132,2.8642439467398004e-05
2809,2810,SP_Summaries_welch_rect_linfitsemilog_all_sigrat,FourierSpectrum,0.132,3.477590319548118e-05
2810,2811,DN_RemovePoints_absfar_01_saturate_ac1rat,"correlation,outliers",0.132,2.884708140503227e-05
2811,2812,DN_RemovePoints_absclose_01_remove_ac2rat,"correlation,outliers",0.132,2.9177637259612835e-05
2812,2813,CO_AddNoise_1_quantiles_10_fitlina,"correlation,AMI,entropy",0.132,2.6574376515128174e-05
2813,2814,NL_DVV_3_100_2_50_10_default_stdDiff,delayVectorVariance,0.132,2.6670718382591756e-05
2814,2815,EN_DistributionEntropy_hist_20_0,entropy,0.132,2.6757620444322013e-05
2815,2816,SY_SlidingWindow_mom4_ent10_10,stationarity,0.132,2.8769995167106723e-05
2816,2817,SY_SlidingWindow_mom4_ent10_1,stationarity,0.132,2.7005390107423242e-05
2817,2818,CO_HistogramAMI_even_10_3,"information,correlation,AMI",0.132,2.85211638422695e-05
2818,2819,CO_HistogramAMI_std1_2_3,"information,correlation,AMI",0.132,2.8679876516982047e-05
2819,2820,CO_HistogramAMI_std1_2_1,"information,correlation,AMI",0.132,2.9202100249403545e-05
2820,2821,firstMin_mi-kraskov2_4,"correlation,AMI",0.132,2.873326217542455e-05
2821,2822,SY_VarRatioTest_24682468_00001111_periodmaxpValue,vratiotest,0.131,3.2663284730554064e-05
2822,2823,MF_CompareTestSets_y_ar_best_uniform_25_01_1_ac1s_std,"model,prediction,arfit,stationarity",0.131,3.253866687291405e-05
2823,2824,MF_steps_ahead_ss_best_6_mabserr_4,"model,prediction",0.131,3.089033865447011e-05
2824,2825,PP_ModelFit_ar_2_rmserrrat_p1_5,"preprocessing,trend",0.131,3.226071367330185e-05
2825,2826,MS_shannon_2t10_4_medent,"entropy,mex",0.131,3.239684154210487e-05
2826,2827,MF_GP_hyperparameters_covSEiso_covNoise_1_200_first_logh2,"model,GaussianProcess",0.131,3.607615691063072e-05
2827,2828,PP_Compare_rav10_olbt_s2,"preprocessing,raw",0.131,3.4342475156416414e-05
2828,2829,NL_TSTL_PoincareSection_max_mi_minds,"nonlinear,tstool",0.131,3.6872282612424174e-05
2829,2830,NL_TISEAN_c1_1_1_7_002_05_mediand,"nonlinear,tisean,dimension,entropy",0.131,3.3929096418355694e-05
2830,2831,SP_Summaries_fft_linfitsemilog_all_sigrat,FourierSpectrum,0.131,3.727485136991835e-05
2831,2832,SP_Summaries_fft_ac2,FourierSpectrum,0.131,3.273197859831696e-05
2832,2833,SP_Summaries_fft_maxw,FourierSpectrum,0.131,3.2678464635767416e-05
2833,2834,SP_Summaries_pgram_hamm_meanPeakWidth_prom2,FourierSpectrum,0.131,5.0510224726898354e-05
2834,2835,SC_FluctAnal_2_dfa_50_3_logi_linfitint,scaling,0.131,3.3431670863080005e-05
